background	FASN_negative	FASN_positive
CA7	NA	NA
RNF168	NA	NA
APOL3	NA	NA
PTCHD4	NA	NA
UCKL1	NA	NA
MGP	NA	NA
ENOX2	NA	NA
ADAMTS14	NA	NA
ZBTB21	NA	NA
TSPAN5	NA	NA
HIF1AN	NA	NA
OR52N2	NA	NA
CD40LG	NA	NA
RASD1	NA	NA
ANPEP	NA	NA
COX7A1	NA	NA
TM7SF2	NA	NA
FUT1	NA	NA
ICA1L	NA	NA
AP1M2	NA	NA
CST6	NA	NA
GPR141	NA	NA
LRRC43	NA	NA
DGKA	NA	NA
SERPINF2	NA	NA
CENPQ	NA	NA
FNDC7	NA	NA
KIAA0391	NA	NA
CABP7	NA	NA
GAA	NA	NA
PNKD	NA	NA
KLHL3	NA	NA
SMG9	NA	NA
PSCA	NA	NA
OR2A25	NA	NA
POC5	NA	NA
CEACAM8	NA	NA
RBM43	NA	NA
RCC2	NA	NA
PHACTR1	NA	NA
KIF2A	NA	NA
ZNF746	NA	NA
PREPL	NA	NA
FOXB2	NA	NA
KBTBD6	NA	NA
CRISPLD1	NA	NA
IPMK	NA	NA
CCR5	NA	NA
NPPA	NA	NA
IL17D	NA	NA
CD300LD	NA	NA
TRIM52	NA	NA
PELI2	NA	NA
ZNF462	NA	NA
RBM11	NA	NA
AKR7A2	NA	NA
LRP1	NA	NA
ZNF454	NA	NA
IL12B	NA	NA
ERVFRD-1	NA	NA
NPHP3	NA	NA
FOXP2	NA	NA
MFSD1	NA	NA
FTL	NA	NA
SALL2	NA	NA
SLC39A4	NA	NA
C5orf56	NA	NA
CD5	NA	NA
NPAP1	NA	NA
CD93	NA	NA
HIST1H2AD	NA	NA
SCAMP3	NA	NA
MTAP	NA	NA
CCT8	NA	NA
SPP2	NA	NA
RUVBL1	NA	NA
MFN2	NA	NA
PARP11	NA	NA
ITLN2	NA	NA
DTNB	NA	NA
OR2AJ1	NA	NA
EN1	NA	NA
BTBD9	NA	NA
TRMT11	NA	NA
ARHGEF10L	NA	NA
ZFAND1	NA	NA
DFNA5	NA	NA
ITGA3	NA	NA
LCN15	NA	NA
RNF17	NA	NA
LRRC57	NA	NA
PSMG2	NA	NA
IQCF2	NA	NA
PVR	NA	NA
NOS3	NA	NA
CTSV	NA	NA
NADSYN1	NA	NA
TMEM134	NA	NA
LIPK	NA	NA
NFKB1	NA	NA
SLCO4C1	NA	NA
LRRC10B	NA	NA
KCNJ6	NA	NA
BIRC8	NA	NA
C8orf22	NA	NA
CCDC54	NA	NA
REC8	NA	NA
AGPAT5	NA	NA
OR2T1	NA	NA
LRRC52	NA	NA
GPR180	NA	NA
HAVCR1	NA	NA
FAM221A	NA	NA
ZNF14	NA	NA
RNASE7	NA	NA
SERTM1	NA	NA
CALHM2	NA	NA
ALDH3A1	NA	NA
SLCO6A1	NA	NA
NT5DC2	NA	NA
REG1A	NA	NA
PCDHGC5	NA	NA
ZNF354B	NA	NA
ACSL6	NA	NA
PRKAR2B	NA	NA
ARSA	NA	NA
TTC21B	NA	NA
HAUS2	NA	NA
ZNF202	NA	NA
CNGA2	NA	NA
NEFM	NA	NA
CASD1	NA	NA
TPMT	NA	NA
TFF3	NA	NA
CHKB	NA	NA
B3GALTL	NA	NA
SOST	NA	NA
SIM1	NA	NA
SIL1	NA	NA
CBX2	NA	NA
C1orf63	NA	NA
TOR4A	NA	NA
WASF3	NA	NA
FADS3	NA	NA
ZNF35	NA	NA
SAMD9L	NA	NA
LRP11	NA	NA
PTBP3	NA	NA
BPIFB4	NA	NA
LPIN2	NA	NA
AMER3	NA	NA
KLHL8	NA	NA
ADAM9	NA	NA
PSENEN	NA	NA
NDUFV3	NA	NA
IKZF3	NA	NA
SCRN3	NA	NA
FN1	NA	NA
SRC	NA	NA
TRIM46	NA	NA
GABRA1	NA	NA
PTPLA	NA	NA
CHERP	NA	NA
MBD4	NA	NA
TTC29	NA	NA
TMPRSS7	NA	NA
FGFR1OP	NA	NA
ANKRD36	NA	NA
RAF1	NA	NA
MYH3	NA	NA
SLC25A10	NA	NA
PLEK	NA	NA
NUDT16	NA	NA
CLDN23	NA	NA
NXPE1	NA	NA
HOXC11	NA	NA
SYBU	NA	NA
PSD2	NA	NA
C14orf159	NA	NA
CASP8	NA	NA
NUP214	NA	NA
OTUD1	NA	NA
KCNG2	NA	NA
GLRA3	NA	NA
UBTD2	NA	NA
EIF2S1	NA	NA
SEPP1	NA	NA
SPRY1	NA	NA
EPB42	NA	NA
OR7A5	NA	NA
SCARA5	NA	NA
KCNQ2	NA	NA
ZNF510	NA	NA
FAM185A	NA	NA
LIPC	NA	NA
C1QTNF5	NA	NA
ADAM11	NA	NA
SNRPB	NA	NA
CENPA	NA	NA
DNAJC19	NA	NA
FNTB	NA	NA
PRRX2	NA	NA
CLDN8	NA	NA
POLR2M	NA	NA
INMT	NA	NA
ZNF555	NA	NA
ZNF444	NA	NA
C19orf71	NA	NA
OR10A4	NA	NA
PRR13	NA	NA
RIT1	NA	NA
HES6	NA	NA
CALN1	NA	NA
LPAR3	NA	NA
PCDH17	NA	NA
LPAR4	NA	NA
KIAA1324L	NA	NA
CRISP3	NA	NA
GLT8D1	NA	NA
LPPR1	NA	NA
PDZD4	NA	NA
FAM118A	NA	NA
ICOS	NA	NA
SH3PXD2B	NA	NA
EPN2	NA	NA
SLC30A2	NA	NA
PDE7B	NA	NA
TTN	NA	NA
KCNK5	NA	NA
ISM1	NA	NA
CAND2	NA	NA
ACHE	NA	NA
APOA1	NA	NA
SRSF10	NA	NA
LGALS9	NA	NA
GPR82	NA	NA
BICD1	NA	NA
IMMP1L	NA	NA
POMGNT2	NA	NA
C11orf54	NA	NA
HHATL	NA	NA
CREBL2	NA	NA
NTMT1	NA	NA
ZNF570	NA	NA
RHD	NA	NA
KCNIP2	NA	NA
GDF9	NA	NA
IRGM	NA	NA
MUC21	NA	NA
KCND3	NA	NA
ABTB1	NA	NA
UBR1	NA	NA
WDPCP	NA	NA
ADAM19	NA	NA
ADM	NA	NA
TRANK1	NA	NA
GPNMB	NA	NA
WFDC10B	NA	NA
ZIC1	NA	NA
C1QL4	NA	NA
SKAP2	NA	NA
DPT	NA	NA
USP12	NA	NA
VWF	NA	NA
MAGED1	NA	NA
SMARCD2	NA	NA
CSDE1	NA	NA
RHBDF2	NA	NA
ANO3	NA	NA
FAXC	NA	NA
WDR38	NA	NA
SPRED1	NA	NA
GYS2	NA	NA
TSPAN11	NA	NA
UNC80	NA	NA
AEBP1	NA	NA
RDH10	NA	NA
ZNF688	NA	NA
LANCL1	NA	NA
LRRC18	NA	NA
NPTX1	NA	NA
PLA1A	NA	NA
STH	NA	NA
TPRXL	NA	NA
SV2A	NA	NA
IGSF1	NA	NA
KANK4	NA	NA
BLOC1S4	NA	NA
HEMK1	NA	NA
RABL6	NA	NA
INPP5E	NA	NA
FAM229A	NA	NA
NGFR	NA	NA
TOMM5	NA	NA
FAM71B	NA	NA
ZCCHC11	NA	NA
OR2AK2	NA	NA
NYX	NA	NA
ZNF226	NA	NA
PLA2R1	NA	NA
ZNF655	NA	NA
CNPY1	NA	NA
GPR39	NA	NA
BVES	NA	NA
EIF1AD	NA	NA
AXDND1	NA	NA
IDH3A	NA	NA
AGO3	NA	NA
OR51G2	NA	NA
ELL3	NA	NA
GSTA1	NA	NA
CD226	NA	NA
ZNF134	NA	NA
ZNF263	NA	NA
C9orf57	NA	NA
EXOSC4	NA	NA
PALM3	NA	NA
ZFP28	NA	NA
LDLRAD2	NA	NA
STC2	NA	NA
OR6K2	NA	NA
SNRNP27	NA	NA
CEACAM6	NA	NA
PLIN5	NA	NA
FBXO7	NA	NA
LRRD1	NA	NA
EBF1	NA	NA
OR5K4	NA	NA
CYP4B1	NA	NA
POM121L2	NA	NA
ZNF713	NA	NA
SLC39A13	NA	NA
IFT52	NA	NA
SAMD13	NA	NA
SH2D5	NA	NA
C12orf71	NA	NA
STARD10	NA	NA
SIK3	NA	NA
LAMA4	NA	NA
CTXN2	NA	NA
SH3KBP1	NA	NA
RGS14	NA	NA
GPR62	NA	NA
ATP8A1	NA	NA
HERC5	NA	NA
RAB5A	NA	NA
SUSD5	NA	NA
SKIV2L2	NA	NA
OR14J1	NA	NA
AC091801.1	NA	NA
FOXQ1	NA	NA
KCNJ8	NA	NA
PRELP	NA	NA
SPHK1	NA	NA
MFSD6L	NA	NA
RBPMS	NA	NA
PIGR	NA	NA
OR11L1	NA	NA
SMOC2	NA	NA
TCEB2	NA	NA
MIEN1	NA	NA
LRRC30	NA	NA
CYP3A5	NA	NA
HIP1	NA	NA
PLEK2	NA	NA
OSM	NA	NA
HSPA4L	NA	NA
PAPOLB	NA	NA
LRRC23	NA	NA
OSCAR	NA	NA
FGF10	NA	NA
TMPRSS11A	NA	NA
PLD4	NA	NA
RBBP4	NA	NA
NME1	NA	NA
CYP2C19	NA	NA
NUS1	NA	NA
CCDC41	NA	NA
NOV	NA	NA
NUPL1	NA	NA
ETFDH	NA	NA
SRPX	NA	NA
C11orf44	NA	NA
FCRL6	NA	NA
EFNB2	NA	NA
TMPRSS12	NA	NA
COL10A1	NA	NA
CYP20A1	NA	NA
TPSAB1	NA	NA
ADCK2	NA	NA
APP	NA	NA
NIP7	NA	NA
CYP2A13	NA	NA
NEGR1	NA	NA
C9orf53	NA	NA
ACP5	NA	NA
RACGAP1	NA	NA
EXOSC5	NA	NA
POMK	NA	NA
ZAR1	NA	NA
MAGEB17	NA	NA
RGSL1	NA	NA
DSEL	NA	NA
PSEN2	NA	NA
EMILIN3	NA	NA
C11orf45	NA	NA
FCAR	NA	NA
BZRAP1	NA	NA
EFHC2	NA	NA
PRSS42	NA	NA
TMCC1	NA	NA
TSPYL4	NA	NA
ALDH6A1	NA	NA
BOK	NA	NA
KLHL30	NA	NA
PSMB9	NA	NA
OR10G6	NA	NA
CYP4F22	NA	NA
SMIM19	NA	NA
N4BP2L2	NA	NA
SGSM1	NA	NA
CLIC1	NA	NA
VOPP1	NA	NA
KIR2DL4	NA	NA
FAT2	NA	NA
IFI35	NA	NA
ITGB4	NA	NA
USP21	NA	NA
OGN	NA	NA
RPL19	NA	NA
TBC1D10C	NA	NA
NSUN7	NA	NA
SEPSECS	NA	NA
DHX8	NA	NA
TRAF1	NA	NA
COX11	NA	NA
OR5V1	NA	NA
FAN1	NA	NA
LILRB4	NA	NA
C4orf17	NA	NA
ANKRD22	NA	NA
ST6GALNAC4	NA	NA
UHMK1	NA	NA
SLC29A2	NA	NA
C10orf113	NA	NA
C12orf75	NA	NA
PTN	NA	NA
ZSCAN10	NA	NA
DBH	NA	NA
MLN	NA	NA
RPA2	NA	NA
ACADS	NA	NA
C4orf26	NA	NA
KIF9	NA	NA
TEKT5	NA	NA
LMTK2	NA	NA
CCNL1	NA	NA
MAP1LC3A	NA	NA
TMEM74B	NA	NA
TREML1	NA	NA
SYNPO	NA	NA
PSMC6	NA	NA
MFSD9	NA	NA
TGM3	NA	NA
COBLL1	NA	NA
CD4	NA	NA
SLC16A13	NA	NA
GLI2	NA	NA
STK19	NA	NA
CNDP2	NA	NA
ABCD1	NA	NA
SNTG2	NA	NA
API5	NA	NA
SHISA3	NA	NA
HLA-DQB2	NA	NA
MZF1	NA	NA
IL2RB	NA	NA
PANK1	NA	NA
PLEKHG4	NA	NA
PFN3	NA	NA
SEC14L6	NA	NA
CYP3A7	NA	NA
SYPL2	NA	NA
DECR2	NA	NA
SEZ6L2	NA	NA
PPP1R26	NA	NA
C16orf58	NA	NA
ZFP90	NA	NA
ZNF215	NA	NA
SFXN4	NA	NA
SLC22A5	NA	NA
CNPPD1	NA	NA
TMTC2	NA	NA
ZNF282	NA	NA
CCDC17	NA	NA
ARHGAP15	NA	NA
FBXO41	NA	NA
CT47B1	NA	NA
SHROOM4	NA	NA
KCNU1	NA	NA
ZSCAN20	NA	NA
OR4P4	NA	NA
PCDHGA9	NA	NA
AURKAIP1	NA	NA
GRAMD1B	NA	NA
PIEZO2	NA	NA
GALK2	NA	NA
GPN1	NA	NA
SHC1	NA	NA
CEP44	NA	NA
SSRP1	NA	NA
CD164L2	NA	NA
UCP3	NA	NA
TXNDC15	NA	NA
GSDMC	NA	NA
OPTC	NA	NA
ADCY2	NA	NA
STAT3	NA	NA
MEA1	NA	NA
C7orf43	NA	NA
SLC48A1	NA	NA
PAK3	NA	NA
SLC22A4	NA	NA
RAB26	NA	NA
SELT	NA	NA
ZNF804A	NA	NA
CNIH3	NA	NA
GNAZ	NA	NA
AC079612.1	NA	NA
LY6K	NA	NA
HOXD8	NA	NA
ADAMTS13	NA	NA
RPL22	NA	NA
C19orf54	NA	NA
CRBN	NA	NA
RAC1	NA	NA
NEUROG3	NA	NA
FAM111B	NA	NA
HIST1H4D	NA	NA
PROP1	NA	NA
NSMF	NA	NA
FAM189A1	NA	NA
MRAP	NA	NA
SMNDC1	NA	NA
TRAPPC10	NA	NA
SIAH2	NA	NA
FAM120B	NA	NA
PCDHGB3	NA	NA
EPHX2	NA	NA
GSPT2	NA	NA
FRAT1	NA	NA
C14orf2	NA	NA
ADAM32	NA	NA
SLC7A6	NA	NA
KNSTRN	NA	NA
MRPS21	NA	NA
PAFAH1B3	NA	NA
UBE2D4	NA	NA
MYLK4	NA	NA
AIRE	NA	NA
MTG2	NA	NA
CXCL5	NA	NA
CHEK1	NA	NA
C3orf70	NA	NA
HDDC3	NA	NA
ADAP2	NA	NA
PLOD2	NA	NA
HOXA11	NA	NA
ZMYM6	NA	NA
PHYKPL	NA	NA
FAM135B	NA	NA
LONRF2	NA	NA
TPRX1	NA	NA
ATP10A	NA	NA
MAFK	NA	NA
TRNT1	NA	NA
RMND5A	NA	NA
AMZ2	NA	NA
C1orf172	NA	NA
SIRPD	NA	NA
MAATS1	NA	NA
FEM1A	NA	NA
CAPZA1	NA	NA
ARPC4	NA	NA
MYH11	NA	NA
SOHLH2	NA	NA
GOLPH3L	NA	NA
TEAD4	NA	NA
SIGLEC8	NA	NA
LRRC7	NA	NA
BBS12	NA	NA
CLEC1A	NA	NA
NOX4	NA	NA
ARHGEF37	NA	NA
TEFM	NA	NA
INVS	NA	NA
EYA1	NA	NA
ARHGEF6	NA	NA
TP53INP2	NA	NA
C1RL	NA	NA
PLK1	NA	NA
CDK2AP1	NA	NA
RAB3A	NA	NA
LRRC15	NA	NA
TMEM33	NA	NA
CPEB4	NA	NA
ZNF433	NA	NA
LCT	NA	NA
PON3	NA	NA
GPATCH2L	NA	NA
MIF4GD	NA	NA
ITGAE	NA	NA
INPP1	NA	NA
FAM171A1	NA	NA
TRPC7	NA	NA
TAF1A	NA	NA
SYCP2	NA	NA
SULT1B1	NA	NA
A3GALT2	NA	NA
NMD3	NA	NA
TMEM211	NA	NA
FIGN	NA	NA
RTN3	NA	NA
CPE	NA	NA
NAGPA	NA	NA
MLLT11	NA	NA
ARHGAP19	NA	NA
TSSK6	NA	NA
TSPAN9	NA	NA
MMP2	NA	NA
GLI4	NA	NA
DEFB121	NA	NA
SYDE2	NA	NA
VEGFA	NA	NA
NAA10	NA	NA
UPF3A	NA	NA
ZNF645	NA	NA
FRMD4A	NA	NA
DDX31	NA	NA
MYO1G	NA	NA
TSHZ1	NA	NA
UMODL1	NA	NA
ADAMTS7	NA	NA
DEFB136	NA	NA
RILPL1	NA	NA
BIRC3	NA	NA
LEMD3	NA	NA
SH2D2A	NA	NA
C2orf57	NA	NA
CR1L	NA	NA
SBK2	NA	NA
CAMK1G	NA	NA
QDPR	NA	NA
KRTAP12-2	NA	NA
TBATA	NA	NA
HGS	NA	NA
P2RY12	NA	NA
MOB1B	NA	NA
NPPB	NA	NA
CLEC4A	NA	NA
FAM76B	NA	NA
DYTN	NA	NA
ACAP1	NA	NA
FLRT1	NA	NA
EFCAB12	NA	NA
MYCBP	NA	NA
ARSG	NA	NA
SLITRK1	NA	NA
TGS1	NA	NA
MAFA	NA	NA
CXorf21	NA	NA
RNASE4	NA	NA
KIAA1462	NA	NA
KDM4C	NA	NA
WBP2	NA	NA
ZNF385A	NA	NA
SHPRH	NA	NA
G6PC2	NA	NA
BOD1L2	NA	NA
IQSEC2	NA	NA
ZNF311	NA	NA
YWHAQ	NA	NA
KRTAP16-1	NA	NA
FAIM	NA	NA
PRSS23	NA	NA
PLEKHG1	NA	NA
FAM60A	NA	NA
LIME1	NA	NA
OCA2	NA	NA
SH3BGRL2	NA	NA
ENTPD7	NA	NA
DUPD1	NA	NA
CTDSPL2	NA	NA
SLC39A1	NA	NA
ATXN3	NA	NA
CCDC79	NA	NA
RD3	NA	NA
TMEM136	NA	NA
PRSS57	NA	NA
CEACAM1	NA	NA
HCRTR1	NA	NA
CHCHD6	NA	NA
CIITA	NA	NA
EMB	NA	NA
GGH	NA	NA
SORD	NA	NA
CABP1	NA	NA
PREX1	NA	NA
SERPINA4	NA	NA
CORO6	NA	NA
ZNF16	NA	NA
FLT3LG	NA	NA
WDR66	NA	NA
FCRL4	NA	NA
HIVEP2	NA	NA
POLQ	NA	NA
ARFGEF2	NA	NA
HIST1H3E	NA	NA
SLC38A7	NA	NA
OC90	NA	NA
OR5C1	NA	NA
FBXO25	NA	NA
MTX3	NA	NA
GFOD1	NA	NA
OR52I1	NA	NA
QSOX2	NA	NA
CBR3	NA	NA
C6orf222	NA	NA
UBE3C	NA	NA
KIAA0368	NA	NA
OPRM1	NA	NA
TRPM5	NA	NA
UNC13D	NA	NA
DLAT	NA	NA
C18orf63	NA	NA
MYO1E	NA	NA
HOXA1	NA	NA
OR10V1	NA	NA
C6orf99	NA	NA
SFMBT1	NA	NA
MCF2	NA	NA
OXGR1	NA	NA
PARK2	NA	NA
NOL3	NA	NA
ARAP1	NA	NA
ZNF480	NA	NA
NIPAL3	NA	NA
ASB16	NA	NA
PLCH2	NA	NA
APOC1	NA	NA
TPP1	NA	NA
ADAM30	NA	NA
LY6G5B	NA	NA
GPR174	NA	NA
TMEM160	NA	NA
KLHL20	NA	NA
DNMT3A	NA	NA
OR5T3	NA	NA
FBXO5	NA	NA
OR4B1	NA	NA
C20orf202	NA	NA
NPY1R	NA	NA
ERICH2	NA	NA
KAT6A	NA	NA
ARHGAP33	NA	NA
CERKL	NA	NA
FAM71F2	NA	NA
ZNF74	NA	NA
CMTM2	NA	NA
CXorf28	NA	NA
PTPN11	NA	NA
SLC39A2	NA	NA
RIN3	NA	NA
QRICH2	NA	NA
GNL2	NA	NA
SVIP	NA	NA
CDHR1	NA	NA
RXFP3	NA	NA
ZFP64	NA	NA
TPD52L3	NA	NA
IKBKE	NA	NA
ZNF540	NA	NA
HOXD13	NA	NA
GDF5OS	NA	NA
VIP	NA	NA
SYN3	NA	NA
SPDYA	NA	NA
ZNF684	NA	NA
C1orf101	NA	NA
HPCAL1	NA	NA
SUMF2	NA	NA
C18orf54	NA	NA
BCO2	NA	NA
ABCG8	NA	NA
UBA52	NA	NA
FAM105A	NA	NA
SULT1A2	NA	NA
RDH12	NA	NA
COL13A1	NA	NA
TBC1D5	NA	NA
CCL20	NA	NA
KIAA1024L	NA	NA
TMEM178B	NA	NA
ACTL7B	NA	NA
SDCCAG8	NA	NA
VSTM2B	NA	NA
PRICKLE1	NA	NA
SLC5A6	NA	NA
STAP2	NA	NA
ARL10	NA	NA
SRPRB	NA	NA
TMUB2	NA	NA
FAM174A	NA	NA
EML1	NA	NA
YPEL3	NA	NA
C3orf83	NA	NA
ADRA2C	NA	NA
RPS4Y1	NA	NA
FREM1	NA	NA
RGS8	NA	NA
FLVCR2	NA	NA
KRTAP13-1	NA	NA
NEURL	NA	NA
CAPN10	NA	NA
TMEM233	NA	NA
BMF	NA	NA
DPP6	NA	NA
GLT6D1	NA	NA
CRTAC1	NA	NA
SEPHS2	NA	NA
HSH2D	NA	NA
TTC7A	NA	NA
SFRP4	NA	NA
PARP8	NA	NA
GSTZ1	NA	NA
MRPL20	NA	NA
SLCO5A1	NA	NA
NOX5	NA	NA
BTF3L4	NA	NA
CCKAR	NA	NA
FSBP	NA	NA
GK	NA	NA
OSBPL10	NA	NA
C14orf177	NA	NA
ZNF121	NA	NA
DLL3	NA	NA
PAX9	NA	NA
LRRIQ3	NA	NA
CFD	NA	NA
TAGLN	NA	NA
RAX2	NA	NA
CRHR1	NA	NA
PCGF6	NA	NA
CALM1	NA	NA
WFDC11	NA	NA
FAM162A	NA	NA
ZG16	NA	NA
FBN1	NA	NA
SETD9	NA	NA
SOWAHA	NA	NA
SCRG1	NA	NA
GNAT1	NA	NA
ASIC3	NA	NA
FAM32A	NA	NA
B4GALNT3	NA	NA
ARGFX	NA	NA
PRSS45	NA	NA
MGAT5B	NA	NA
PLLP	NA	NA
AQP1	NA	NA
RPL13A	NA	NA
SPIN1	NA	NA
ESPNL	NA	NA
TCEA2	NA	NA
OR1J1	NA	NA
TYW5	NA	NA
NLRP2	NA	NA
TPRG1	NA	NA
TTC17	NA	NA
CYP2F1	NA	NA
IL12RB2	NA	NA
OLAH	NA	NA
INCENP	NA	NA
IL11RA	NA	NA
SLC5A12	NA	NA
TULP1	NA	NA
LRFN5	NA	NA
WDR36	NA	NA
TNFSF10	NA	NA
PKN3	NA	NA
FAM124A	NA	NA
CRB1	NA	NA
TTC34	NA	NA
DENND2A	NA	NA
TNRC6A	NA	NA
SFXN5	NA	NA
KCNE1	NA	NA
TNNI3	NA	NA
IGSF5	NA	NA
ARAF	NA	NA
TMEM5	NA	NA
ERCC6L	NA	NA
B3GAT1	NA	NA
REV3L	NA	NA
ELOVL1	NA	NA
FAM126A	NA	NA
UBLCP1	NA	NA
CREB5	NA	NA
EFCAB10	NA	NA
IFT74	NA	NA
EPB41	NA	NA
NLRP11	NA	NA
ADAMTS19	NA	NA
RABEP1	NA	NA
OR6Q1	NA	NA
CDH7	NA	NA
PTBP1	NA	NA
SPATA3	NA	NA
GPM6A	NA	NA
LRRC16A	NA	NA
ZBED6CL	NA	NA
HIST1H4I	NA	NA
JMJD7	NA	NA
WNT8B	NA	NA
SPACA4	NA	NA
ROBO1	NA	NA
SLC7A14	NA	NA
FER	NA	NA
TTC23L	NA	NA
HSD17B13	NA	NA
CASP5	NA	NA
FAM170A	NA	NA
RAB41	NA	NA
CHRNA4	NA	NA
TIMM50	NA	NA
ZNF532	NA	NA
ZFYVE1	NA	NA
C3	NA	NA
OTUD3	NA	NA
PCDHB4	NA	NA
TNFRSF13C	NA	NA
OR4K15	NA	NA
KCNA10	NA	NA
HMGB2	NA	NA
TEX261	NA	NA
HLTF	NA	NA
LY6G6D	NA	NA
MBNL2	NA	NA
FAM227B	NA	NA
VSIG4	NA	NA
GPR152	NA	NA
C11orf48	NA	NA
RPRML	NA	NA
FXYD1	NA	NA
LTB	NA	NA
KBTBD8	NA	NA
C19orf38	NA	NA
TMEM126B	NA	NA
EDARADD	NA	NA
CHST6	NA	NA
ITPR1	NA	NA
RAB20	NA	NA
C6orf106	NA	NA
UBAC2	NA	NA
RIBC1	NA	NA
CASP4	NA	NA
PLIN3	NA	NA
MINK1	NA	NA
GKN2	NA	NA
DAG1	NA	NA
ZNF660	NA	NA
USP4	NA	NA
ABHD17C	NA	NA
RGAG1	NA	NA
KRTAP12-3	NA	NA
HEPACAM	NA	NA
TNC	NA	NA
PCDHB11	NA	NA
IFNW1	NA	NA
MEP1B	NA	NA
KCTD9	NA	NA
NAP1L6	NA	NA
NT5M	NA	NA
GADD45A	NA	NA
CCDC149	NA	NA
ADCYAP1R1	NA	NA
LASP1	NA	NA
RGL2	NA	NA
MOV10L1	NA	NA
DIO2	NA	NA
MAGEA11	NA	NA
TMEM175	NA	NA
C12orf55	NA	NA
NAA15	NA	NA
MMACHC	NA	NA
AMPD1	NA	NA
ARL14	NA	NA
LRP5L	NA	NA
FGF21	NA	NA
RPRM	NA	NA
WDR46	NA	NA
NXPH1	NA	NA
C6orf47	NA	NA
PKDCC	NA	NA
DLX3	NA	NA
FOPNL	NA	NA
HDHD1	NA	NA
METTL24	NA	NA
TBC1D32	NA	NA
ZDHHC21	NA	NA
PRR18	NA	NA
IL22RA2	NA	NA
ODF3L1	NA	NA
NFKBIL1	NA	NA
SIGLEC11	NA	NA
FAM9C	NA	NA
TMEM37	NA	NA
SPR	NA	NA
KITLG	NA	NA
PYY	NA	NA
LCP1	NA	NA
NDNF	NA	NA
ZNF335	NA	NA
HEBP2	NA	NA
TEX36	NA	NA
SYT12	NA	NA
MRPL33	NA	NA
TBX4	NA	NA
NDRG1	NA	NA
ADAD1	NA	NA
CLEC17A	NA	NA
FKBP11	NA	NA
IKZF2	NA	NA
RNF213	NA	NA
RALY	NA	NA
NDUFAF2	NA	NA
GPR83	NA	NA
KIAA1161	NA	NA
NNAT	NA	NA
SNTG1	NA	NA
C6orf52	NA	NA
GNAI3	NA	NA
NUGGC	NA	NA
ASPDH	NA	NA
GRID2	NA	NA
APOPT1	NA	NA
ACTL9	NA	NA
TIMM8B	NA	NA
AVL9	NA	NA
RNF222	NA	NA
ZNF467	NA	NA
C4orf6	NA	NA
NLRP13	NA	NA
TRIAP1	NA	NA
IQCJ-SCHIP1	NA	NA
C9orf139	NA	NA
MFAP3L	NA	NA
RCC1	NA	NA
PHF7	NA	NA
WDFY4	NA	NA
KIAA0825	NA	NA
BRD2	NA	NA
ZFAND4	NA	NA
FAM47A	NA	NA
MRPS5	NA	NA
ANO6	NA	NA
PCSK1	NA	NA
LRRC38	NA	NA
RYR1	NA	NA
HOXC5	NA	NA
SCAMP2	NA	NA
C14orf182	NA	NA
GAB1	NA	NA
IRGC	NA	NA
ABCA13	NA	NA
LRRCC1	NA	NA
VPS26A	NA	NA
CFI	NA	NA
C6orf58	NA	NA
SLC45A1	NA	NA
CCDC169	NA	NA
SEC22A	NA	NA
ANKH	NA	NA
OR5P3	NA	NA
CDS1	NA	NA
TMLHE	NA	NA
CORO1B	NA	NA
CCDC78	NA	NA
PSAT1	NA	NA
CDK5RAP1	NA	NA
SMCO3	NA	NA
DUSP1	NA	NA
POLR2J	NA	NA
CCDC89	NA	NA
HOXA6	NA	NA
MATN4	NA	NA
CCL21	NA	NA
GLT8D2	NA	NA
FRMPD4	NA	NA
PON1	NA	NA
ERLEC1	NA	NA
ANKRD24	NA	NA
DDX49	NA	NA
PIAS2	NA	NA
NOTCH1	NA	NA
DYNC1LI1	NA	NA
TDRD3	NA	NA
BCL11B	NA	NA
NR1H4	NA	NA
ACTC1	NA	NA
ARHGDIB	NA	NA
FAM228A	NA	NA
RP11-422N16.3	NA	NA
BRI3BP	NA	NA
KIF17	NA	NA
C12orf76	NA	NA
ZNF709	NA	NA
HRASLS2	NA	NA
TM4SF18	NA	NA
ACOT4	NA	NA
B3GNT4	NA	NA
THSD7A	NA	NA
ENPP4	NA	NA
RBPJ	NA	NA
CEBPA	NA	NA
FAM78B	NA	NA
DGKB	NA	NA
IQCF1	NA	NA
THSD4	NA	NA
CCT3	NA	NA
LINGO1	NA	NA
ULK4	NA	NA
KLK9	NA	NA
FBRSL1	NA	NA
ADRA1B	NA	NA
MVP	NA	NA
FOS	NA	NA
MGST1	NA	NA
ARF1	NA	NA
NUP205	NA	NA
DRD4	NA	NA
TRPM3	NA	NA
ZNF614	NA	NA
PPP1R17	NA	NA
PRKD1	NA	NA
SSFA2	NA	NA
DOK6	NA	NA
LRP2BP	NA	NA
CDC42EP5	NA	NA
ZNF93	NA	NA
PRDM8	NA	NA
MAP3K7	NA	NA
TCF21	NA	NA
KLHL4	NA	NA
GP1BB	NA	NA
ZDHHC1	NA	NA
PFN4	NA	NA
STRA13	NA	NA
CBY1	NA	NA
KIAA1432	NA	NA
MFSD4	NA	NA
GSTP1	NA	NA
JAK1	NA	NA
PAEP	NA	NA
INS-IGF2	NA	NA
KIAA1598	NA	NA
C15orf43	NA	NA
MPG	NA	NA
